customer_id,city,segment,credit_tier,income
7267,Izmir,Bireysel,4,121849
7268,Bursa,KOBI,4,101960
7269,Bursa,Kurumsal,3,104574
7270,Antalya,Bireysel,4,79143
7271,Ankara,Kurumsal,2,57058
7272,Adana,Kurumsal,4,105903
7273,Antalya,Bireysel,3,122624
7274,Antalya,Bireysel,4,94354
7275,Bursa,Kurumsal,2,135910
7276,Izmir,Bireysel,3,82402
7277,Bursa,Kurumsal,4,73632
7278,Istanbul,Bireysel,4,98319
7279,Adana,Bireysel,5,97935
7280,Antalya,KOBI,5,119249
7281,Adana,KOBI,3,80625
7282,Adana,Kurumsal,4,134202
7283,Ankara,Kurumsal,5,149172
7284,Bursa,Kurumsal,3,99021
7285,Bursa,KOBI,5,131242
7286,Bursa,Kurumsal,2,73587
7287,Konya,Bireysel,2,126880
7288,Adana,KOBI,5,126181
7289,Konya,Kurumsal,1,121585
7290,Istanbul,Kurumsal,2,99610
7291,Adana,Kurumsal,2,26143
7292,Konya,Kurumsal,4,83956
7293,Izmir,Bireysel,4,84352
7294,Bursa,Kurumsal,1,75543
7295,Istanbul,Bireysel,3,103056
7296,Bursa,Kurumsal,4,89525
7297,Ankara,Kurumsal,3,79384
7298,Konya,Kurumsal,4,73529
7299,Ankara,KOBI,2,82112
7300,Bursa,Kurumsal,3,128037
7301,Istanbul,Kurumsal,3,83474
7302,Izmir,KOBI,3,87126
7303,Bursa,KOBI,1,88582
7304,Istanbul,Kurumsal,3,108474
7305,Adana,KOBI,4,111406
7306,Izmir,Kurumsal,5,23883
7307,Izmir,Bireysel,1,125540
7308,Bursa,KOBI,4,135909
7309,Izmir,Kurumsal,4,73745
7310,Adana,KOBI,3,75692
7311,Bursa,Bireysel,2,88743
7312,Bursa,KOBI,2,81099
7313,Konya,KOBI,2,105598
7314,Konya,KOBI,3,51336
7315,Bursa,KOBI,3,72051
7316,Istanbul,Kurumsal,3,138479
7317,Izmir,KOBI,5,76794
7318,Ankara,Kurumsal,4,131085
7319,Istanbul,KOBI,2,108883
7320,Konya,KOBI,2,54768
7321,Bursa,KOBI,4,115883
7322,Konya,Kurumsal,2,97058
7323,Bursa,KOBI,4,88613
7324,Istanbul,Bireysel,3,106123
7325,Izmir,Kurumsal,3,111865
7326,Ankara,Bireysel,1,117689
7327,Antalya,KOBI,2,129456
7328,Ankara,Bireysel,2,110203
7329,Izmir,Bireysel,5,65609
7330,Konya,KOBI,3,88158
7331,Bursa,Kurumsal,3,173576
7332,Izmir,KOBI,2,118112
7333,Izmir,Kurumsal,1,159232
7334,Istanbul,Bireysel,1,134885
7335,Izmir,Kurumsal,5,106045
7336,Istanbul,KOBI,5,107535
7337,Konya,Kurumsal,4,99085
7338,Izmir,Kurumsal,4,56554
7339,Antalya,KOBI,5,100451
7340,Istanbul,Kurumsal,1,130266
7341,Bursa,Kurumsal,3,85009
7342,Bursa,KOBI,4,110298
7343,Adana,Bireysel,2,121289
7344,Istanbul,Bireysel,3,77257
7345,Izmir,KOBI,5,88717
7346,Istanbul,KOBI,3,74552
7347,Antalya,KOBI,4,79445
7348,Konya,Bireysel,3,67809
7349,Bursa,Bireysel,2,77488
7350,Istanbul,Bireysel,1,135486
7351,Adana,KOBI,2,77113
7352,Konya,KOBI,3,103161
7353,Bursa,KOBI,4,87428
7354,Antalya,KOBI,4,129471
7355,Adana,Bireysel,3,132779
7356,Izmir,Kurumsal,2,121601
7357,Izmir,Kurumsal,2,107653
7358,Ankara,Bireysel,4,94223
7359,Antalya,Bireysel,3,70203
7360,Izmir,KOBI,4,148588
7361,Izmir,Bireysel,1,81008
7362,Bursa,KOBI,2,116591
7363,Izmir,KOBI,3,126489
7364,Izmir,Kurumsal,2,86117
7365,Ankara,Bireysel,2,125950
7366,Ankara,Bireysel,5,119105
7367,Bursa,KOBI,4,143199
7368,Adana,Kurumsal,4,88266
7369,Bursa,Kurumsal,5,67853
7370,Antalya,Bireysel,3,87362
7371,Konya,KOBI,4,105221
7372,Ankara,Kurumsal,2,101455
7373,Antalya,Kurumsal,4,90164
7374,Bursa,Bireysel,1,52270
7375,Konya,Kurumsal,3,111762
7376,Antalya,Bireysel,4,149308
7377,Bursa,KOBI,4,111606
7378,Antalya,Kurumsal,1,115228
7379,Konya,Bireysel,3,114311
7380,Bursa,Bireysel,4,109926
7381,Izmir,KOBI,4,123291
7382,Ankara,Bireysel,3,109884
7383,Konya,Bireysel,2,92183
7384,Adana,Kurumsal,4,80100
7385,Izmir,Kurumsal,5,93775
7386,Izmir,Bireysel,4,107853
7387,Istanbul,Bireysel,4,92097
7388,Konya,Kurumsal,4,107858
7389,Antalya,Bireysel,3,110978
7390,Antalya,KOBI,3,120829
7391,Adana,KOBI,3,132069
7392,Istanbul,KOBI,3,101950
7393,Ankara,KOBI,2,67305
7394,Antalya,KOBI,2,91372
7395,Bursa,Bireysel,4,101101
7396,Ankara,Kurumsal,4,54105
7397,Antalya,Bireysel,3,134716
7398,Adana,Bireysel,3,103559
7399,Konya,Kurumsal,1,109533
7400,Antalya,Kurumsal,3,134138
7401,Konya,Kurumsal,4,84246
7402,Ankara,Kurumsal,3,114351
7403,Ankara,Kurumsal,3,97253
7404,Adana,Kurumsal,3,95397
7405,Konya,Kurumsal,4,80695
7406,Konya,Kurumsal,3,141640
7407,Bursa,Kurumsal,3,90612
7408,Konya,Bireysel,4,117486
7409,Konya,Kurumsal,3,53124
7410,Izmir,KOBI,3,129499
7411,Antalya,Bireysel,4,126305
7412,Istanbul,KOBI,4,102435
7413,Antalya,Bireysel,2,94326
7414,Ankara,Bireysel,4,110000
7415,Konya,Kurumsal,5,157219
7416,Adana,Kurumsal,5,55919
7417,Antalya,KOBI,2,119550
7418,Ankara,Bireysel,4,77209
7419,Antalya,Bireysel,3,99502
7420,Ankara,Kurumsal,2,93802
7421,Adana,Bireysel,2,89292
7422,Istanbul,Kurumsal,3,99738
7423,Bursa,Bireysel,3,71645
7424,Konya,Bireysel,5,125729
7425,Adana,Bireysel,5,55146
7426,Adana,Kurumsal,5,113494
7427,Antalya,Kurumsal,3,91836
7428,Ankara,Bireysel,2,70726
7429,Istanbul,Bireysel,1,105059
7430,Ankara,Bireysel,5,61076
7431,Istanbul,Bireysel,4,100992
7432,Bursa,KOBI,3,64428
7433,Istanbul,Bireysel,5,111531
7434,Adana,Kurumsal,3,76891
7435,Konya,Kurumsal,5,88725
7436,Antalya,KOBI,4,107348
7437,Istanbul,Bireysel,3,80686
7438,Konya,KOBI,2,98550
7439,Bursa,Bireysel,2,62154
7440,Antalya,Bireysel,5,115771
7441,Izmir,KOBI,3,144122
7442,Antalya,Bireysel,3,169805
7443,Konya,Bireysel,4,102279
7444,Izmir,KOBI,4,119705
7445,Konya,Kurumsal,3,55484
7446,Ankara,KOBI,2,137568
7447,Konya,Kurumsal,2,119405
7448,Antalya,Bireysel,1,87901
7449,Ankara,Kurumsal,4,130929
7450,Istanbul,KOBI,4,93638
7451,Bursa,Bireysel,1,88549
7452,Konya,KOBI,5,111883
7453,Antalya,Kurumsal,3,73416
7454,Konya,Bireysel,2,125540
7455,Antalya,Bireysel,3,73600
7456,Antalya,KOBI,3,73748
7457,Istanbul,Bireysel,1,77257
7458,Antalya,KOBI,5,118987
7459,Izmir,Bireysel,4,84580
7460,Antalya,Bireysel,5,66300
7461,Istanbul,KOBI,3,84858
7462,Istanbul,KOBI,3,99198
7463,Adana,KOBI,4,70475
7464,Bursa,Bireysel,3,71207
7465,Istanbul,KOBI,4,152782
7466,Konya,Bireysel,3,78485
7467,Adana,Bireysel,2,91923
7468,Ankara,KOBI,3,90819
7469,Adana,Kurumsal,3,89466
7470,Ankara,KOBI,3,115533
7471,Konya,Bireysel,3,123703
7472,Adana,KOBI,3,92351
7473,Adana,Kurumsal,3,69088
7474,Bursa,Kurumsal,5,131861
7475,Antalya,Kurumsal,3,97616
7476,Adana,Bireysel,3,143258
7477,Izmir,Kurumsal,3,43860
7478,Izmir,KOBI,4,104885
7479,Adana,KOBI,5,147965
7480,Istanbul,Kurumsal,3,91168
7481,Ankara,Bireysel,5,94362
7482,Ankara,KOBI,4,107387
7483,Konya,KOBI,3,86030
7484,Antalya,Kurumsal,3,92198
7485,Konya,Bireysel,3,91554
7486,Izmir,Bireysel,3,84314
7487,Istanbul,Kurumsal,3,130721
7488,Ankara,Bireysel,4,111526
7489,Izmir,KOBI,3,106265
7490,Istanbul,KOBI,3,120214
7491,Izmir,Kurumsal,1,93391
7492,Antalya,Bireysel,3,80644
7493,Bursa,Kurumsal,2,84934
7494,Istanbul,Bireysel,3,100044
7495,Konya,Kurumsal,3,73519
7496,Izmir,Bireysel,3,87493
7497,Adana,KOBI,5,87097
7498,Bursa,KOBI,2,153113
7499,Ankara,Kurumsal,5,30654
7500,Izmir,Kurumsal,3,95509
7501,Bursa,Bireysel,4,143142
7502,Izmir,Kurumsal,4,103046
7503,Izmir,Bireysel,1,118835
7504,Adana,KOBI,4,102495
7505,Izmir,KOBI,4,83316
7506,Istanbul,KOBI,3,43952
7507,Adana,Bireysel,1,105136
7508,Adana,Bireysel,2,80609
7509,Konya,KOBI,3,79991
7510,Istanbul,Kurumsal,3,87525
7511,Antalya,Bireysel,1,143621
7512,Bursa,Bireysel,5,160120
7513,Izmir,KOBI,2,105430
7514,Istanbul,KOBI,2,88380
7515,Konya,Bireysel,2,70569
7516,Konya,KOBI,5,111713
7517,Adana,Bireysel,5,144572
7518,Adana,KOBI,4,93816
7519,Konya,KOBI,1,40525
7520,Istanbul,KOBI,3,116751
7521,Konya,Kurumsal,2,124634
7522,Antalya,KOBI,4,60353
7523,Ankara,Bireysel,2,104412
7524,Bursa,Bireysel,3,111280
7525,Adana,KOBI,1,98172
7526,Istanbul,Bireysel,4,80230
7527,Adana,Kurumsal,4,125398
7528,Istanbul,Bireysel,2,89915
7529,Izmir,Bireysel,3,62870
7530,Konya,KOBI,4,48763
7531,Istanbul,Kurumsal,1,131521
7532,Ankara,KOBI,1,115416
7533,Istanbul,Kurumsal,3,102199
7534,Konya,KOBI,1,88993
7535,Adana,Bireysel,2,86775
7536,Istanbul,KOBI,1,73106
7537,Bursa,Kurumsal,2,89213
7538,Istanbul,Bireysel,5,46997
7539,Izmir,Kurumsal,4,81598
7540,Antalya,Bireysel,4,92226
7541,Adana,KOBI,3,115247
7542,Izmir,Kurumsal,2,99001
7543,Konya,Kurumsal,2,119873
7544,Adana,Kurumsal,3,133728
7545,Adana,Kurumsal,3,126454
7546,Konya,KOBI,3,111762
7547,Adana,KOBI,2,100296
7548,Bursa,Bireysel,3,75480
7549,Antalya,Bireysel,5,118498
7550,Konya,Kurumsal,3,141993
7551,Ankara,KOBI,2,108552
7552,Izmir,Kurumsal,1,147931
7553,Konya,Kurumsal,4,61860
7554,Istanbul,KOBI,2,71145
7555,Ankara,KOBI,4,121380
7556,Antalya,Kurumsal,3,106607
7557,Antalya,Bireysel,1,132844
7558,Izmir,Bireysel,5,99613
7559,Konya,Kurumsal,3,78300
7560,Izmir,Kurumsal,4,94660
7561,Konya,Bireysel,3,61682
7562,Ankara,KOBI,3,71785
7563,Bursa,KOBI,5,124311
7564,Bursa,Bireysel,4,121819
7565,Bursa,Bireysel,3,109075
7566,Ankara,Kurumsal,5,56973
7567,Izmir,Kurumsal,3,91039
7568,Adana,KOBI,5,69375
7569,Izmir,Bireysel,3,129413
7570,Konya,Kurumsal,5,85406
7571,Izmir,KOBI,5,72856
7572,Adana,Bireysel,2,100744
7573,Istanbul,KOBI,4,83996
7574,Izmir,Kurumsal,1,137093
7575,Izmir,KOBI,3,81629
7576,Izmir,Bireysel,3,65019
7577,Bursa,Bireysel,2,46177
7578,Ankara,Kurumsal,4,99230
7579,Adana,Bireysel,3,85951
7580,Izmir,KOBI,1,64277
7581,Bursa,Kurumsal,4,129730
7582,Antalya,Bireysel,3,116681
7583,Adana,Bireysel,5,99294
7584,Istanbul,Bireysel,5,134108
7585,Bursa,Kurumsal,5,116563
7586,Istanbul,Kurumsal,5,79428
7587,Istanbul,Bireysel,2,74019
7588,Izmir,Kurumsal,5,120449
7589,Antalya,KOBI,1,109909
7590,Antalya,Bireysel,2,104243
7591,Istanbul,KOBI,4,78837
7592,Izmir,Bireysel,2,115198
7593,Izmir,Kurumsal,5,81112
7594,Antalya,Bireysel,5,97450
7595,Istanbul,Kurumsal,2,136173
7596,Bursa,KOBI,4,83479
7597,Adana,KOBI,4,60675
7598,Istanbul,Bireysel,2,73686
7599,Bursa,Kurumsal,5,124857
7600,Istanbul,KOBI,1,106368
7601,Ankara,Kurumsal,5,96778
7602,Izmir,Kurumsal,4,87272
7603,Adana,KOBI,3,112133
7604,Adana,KOBI,1,78772
7605,Izmir,Bireysel,5,107641
7606,Bursa,Bireysel,4,81718
7607,Antalya,Bireysel,4,77558
7608,Bursa,Kurumsal,3,84062
7609,Izmir,Kurumsal,4,90614
7610,Antalya,KOBI,3,98779
7611,Ankara,Kurumsal,4,105886
7612,Istanbul,Bireysel,1,7790
7613,Bursa,KOBI,5,79808
7614,Adana,Bireysel,5,90210
7615,Konya,Kurumsal,1,137626
7616,Antalya,Kurumsal,2,72999
7617,Izmir,KOBI,2,104069
7618,Istanbul,Bireysel,3,137375
7619,Adana,Kurumsal,4,67175
7620,Konya,KOBI,1,109849
7621,Adana,KOBI,3,79943
7622,Istanbul,Bireysel,5,87384
7623,Izmir,Kurumsal,3,79922
7624,Ankara,Kurumsal,3,81703
7625,Konya,Bireysel,5,168047
7626,Antalya,Kurumsal,3,121111
7627,Istanbul,KOBI,3,127543
7628,Istanbul,Bireysel,3,112299
7629,Bursa,Kurumsal,5,59843
7630,Istanbul,Kurumsal,1,109873
7631,Adana,KOBI,5,126823
7632,Konya,Kurumsal,1,78665
7633,Adana,KOBI,4,124133
7634,Bursa,KOBI,1,117608
7635,Antalya,Bireysel,5,146301
7636,Adana,KOBI,4,89555
7637,Ankara,Kurumsal,5,72559
7638,Ankara,Kurumsal,2,90959
7639,Konya,KOBI,2,135889
7640,Antalya,KOBI,4,54289
7641,Istanbul,Bireysel,3,48290
7642,Bursa,KOBI,4,102234
7643,Konya,Bireysel,3,88935
7644,Istanbul,Bireysel,2,100193
7645,Izmir,Bireysel,1,123632
7646,Ankara,KOBI,2,86185
7647,Ankara,KOBI,2,53174
7648,Istanbul,KOBI,3,151112
7649,Ankara,Kurumsal,1,75069
7650,Ankara,Kurumsal,5,73524
7651,Antalya,Bireysel,2,127593
7652,Ankara,KOBI,2,90387
7653,Istanbul,Bireysel,1,98415
7654,Konya,Bireysel,3,112069
7655,Antalya,KOBI,4,127089
7656,Istanbul,KOBI,2,91663
7657,Antalya,Kurumsal,3,137998
7658,Bursa,Kurumsal,2,46605
7659,Istanbul,Bireysel,4,118994
7660,Istanbul,Bireysel,3,79011
7661,Bursa,Bireysel,4,134306
7662,Adana,Bireysel,2,103551
7663,Antalya,KOBI,5,83177
7664,Bursa,KOBI,4,116571
7665,Adana,Kurumsal,4,122329
7666,Adana,KOBI,2,116047
7667,Adana,Bireysel,1,74257
7668,Adana,Kurumsal,3,87899
7669,Bursa,KOBI,2,99898
7670,Istanbul,Bireysel,5,98968
7671,Ankara,KOBI,4,118743
7672,Ankara,Bireysel,4,49627
7673,Ankara,KOBI,3,108358
7674,Adana,Bireysel,1,92750
7675,Bursa,KOBI,5,79037
7676,Antalya,Kurumsal,2,81437
7677,Bursa,Bireysel,1,94636
7678,Izmir,Bireysel,2,9972
7679,Konya,Kurumsal,1,82467
7680,Ankara,KOBI,4,78104
7681,Ankara,Bireysel,3,113319
7682,Adana,Kurumsal,3,79861
7683,Istanbul,KOBI,5,94622
7684,Adana,Bireysel,3,138556
7685,Bursa,Kurumsal,1,124858
7686,Izmir,Kurumsal,1,122556
7687,Istanbul,Bireysel,3,87503
7688,Ankara,Kurumsal,3,113575
7689,Adana,Kurumsal,1,94152
7690,Adana,KOBI,3,95097
7691,Bursa,Kurumsal,5,110242
7692,Ankara,Kurumsal,4,85075
7693,Bursa,Kurumsal,3,137325
7694,Antalya,Bireysel,4,95996
7695,Konya,KOBI,5,115459
7696,Bursa,Kurumsal,4,136390
7697,Antalya,Kurumsal,4,125791
7698,Istanbul,Kurumsal,5,64777
7699,Adana,Bireysel,3,111122
7700,Adana,KOBI,5,121267
7701,Konya,Kurumsal,2,122296
7702,Izmir,Bireysel,3,72167
7703,Adana,Bireysel,2,83574
7704,Konya,KOBI,2,124863
7705,Istanbul,Bireysel,3,80955
7706,Adana,KOBI,3,92507
7707,Antalya,Bireysel,2,139396
7708,Ankara,Bireysel,2,98805
7709,Izmir,KOBI,3,81830
7710,Izmir,Kurumsal,2,78059
7711,Ankara,Kurumsal,4,108317
7712,Antalya,Bireysel,1,66671
7713,Izmir,Kurumsal,3,93816
7714,Ankara,Kurumsal,1,108330
7715,Ankara,Kurumsal,3,132478
7716,Istanbul,Bireysel,1,116688
7717,Ankara,Bireysel,2,82148
7718,Antalya,Kurumsal,2,129460
7719,Konya,Bireysel,2,92512
7720,Bursa,KOBI,3,69107
7721,Ankara,Kurumsal,4,95698
7722,Ankara,KOBI,4,135954
7723,Istanbul,Bireysel,3,104131
7724,Bursa,KOBI,4,100313
7725,Bursa,KOBI,3,140930
7726,Istanbul,Kurumsal,5,64216
7727,Istanbul,KOBI,4,67860
7728,Adana,Bireysel,5,59603
7729,Bursa,KOBI,3,109316
7730,Bursa,Kurumsal,1,104162
7731,Adana,Bireysel,2,138568
7732,Istanbul,Kurumsal,1,106086
7733,Ankara,Kurumsal,1,89896
7734,Antalya,Kurumsal,5,100044
7735,Istanbul,KOBI,2,102942
7736,Konya,Kurumsal,1,58205
7737,Ankara,Kurumsal,4,167758
7738,Adana,Bireysel,2,112996
7739,Konya,Bireysel,2,105250
7740,Konya,Kurumsal,3,115379
7741,Izmir,Bireysel,3,117735
7742,Bursa,Bireysel,2,96486
7743,Istanbul,Bireysel,5,84218
7744,Bursa,KOBI,1,114986
7745,Istanbul,KOBI,3,109642
7746,Izmir,KOBI,4,79752
7747,Bursa,KOBI,5,135475
7748,Istanbul,KOBI,2,107333
7749,Bursa,Bireysel,1,118245
7750,Adana,KOBI,3,134798
7751,Istanbul,KOBI,3,100547
7752,Konya,KOBI,2,107923
7753,Istanbul,KOBI,5,120250
7754,Bursa,Bireysel,4,81878
7755,Adana,Bireysel,4,101351
7756,Adana,KOBI,3,103138
7757,Izmir,Kurumsal,3,76098
7758,Ankara,KOBI,2,157940
7759,Konya,Bireysel,3,64817
7760,Bursa,Bireysel,1,67547
7761,Ankara,KOBI,2,132855
7762,Bursa,Kurumsal,2,117831
7763,Konya,Kurumsal,3,74350
7764,Antalya,Kurumsal,4,115182
7765,Izmir,Kurumsal,2,136696
7766,Antalya,Kurumsal,4,99243
7767,Antalya,Bireysel,3,164970
7768,Bursa,Kurumsal,5,56898
7769,Adana,Bireysel,4,117345
7770,Bursa,Bireysel,3,129163
7771,Antalya,KOBI,5,122283
7772,Antalya,Bireysel,3,94891
7773,Adana,Kurumsal,3,92738
7774,Ankara,Bireysel,3,111103
7775,Konya,Bireysel,4,120393
7776,Antalya,KOBI,5,115061
7777,Ankara,KOBI,4,126001
7778,Izmir,Kurumsal,2,74528
7779,Ankara,KOBI,5,94305
7780,Konya,Bireysel,4,76499
7781,Ankara,Bireysel,1,90347
7782,Konya,KOBI,4,125380
7783,Adana,KOBI,3,102699
7784,Izmir,Kurumsal,2,165171
7785,Konya,KOBI,4,104835
7786,Bursa,Kurumsal,3,101492
7787,Izmir,KOBI,2,102654
7788,Bursa,KOBI,3,84054
7789,Antalya,KOBI,4,98554
7790,Antalya,KOBI,5,128194
7791,Izmir,Bireysel,3,102849
7792,Adana,KOBI,5,80163
7793,Izmir,KOBI,3,76872
7794,Antalya,Kurumsal,4,88744
7795,Bursa,Bireysel,3,101846
7796,Izmir,Bireysel,1,129839
7797,Izmir,KOBI,3,66487
7798,Adana,Kurumsal,5,92004
7799,Adana,KOBI,5,103607
7800,Adana,KOBI,3,54157
7801,Konya,KOBI,2,79160
7802,Bursa,Kurumsal,2,83002
7803,Konya,KOBI,3,80100
7804,Bursa,KOBI,4,104797
7805,Ankara,Bireysel,4,95986
7806,Ankara,Bireysel,3,86117
7807,Izmir,Bireysel,2,110699
7808,Konya,Kurumsal,3,143076
7809,Istanbul,KOBI,2,140981
7810,Istanbul,KOBI,1,51930
7811,Antalya,KOBI,3,114426
7812,Adana,Bireysel,2,95549
7813,Ankara,KOBI,4,103878
7814,Izmir,KOBI,4,90042
7815,Ankara,Kurumsal,4,102939
7816,Bursa,Kurumsal,3,103785
7817,Antalya,KOBI,2,85526
7818,Antalya,Bireysel,1,77590
7819,Antalya,Kurumsal,4,88782
7820,Bursa,Kurumsal,4,105856
7821,Ankara,Bireysel,5,114974
7822,Istanbul,KOBI,4,121333
7823,Bursa,Bireysel,5,87645
7824,Adana,KOBI,2,107096
7825,Ankara,KOBI,4,124062
7826,Antalya,KOBI,4,129139
7827,Ankara,KOBI,5,98529
7828,Adana,KOBI,2,94476
7829,Konya,Kurumsal,3,104778
7830,Antalya,KOBI,1,71257
7831,Bursa,Bireysel,3,95159
7832,Ankara,Kurumsal,5,118614
7833,Antalya,Bireysel,4,116048
7834,Bursa,KOBI,4,93243
7835,Konya,Bireysel,2,105442
7836,Bursa,KOBI,3,79383
7837,Adana,KOBI,3,117587
7838,Izmir,KOBI,2,98054
7839,Bursa,Bireysel,2,93101
7840,Istanbul,Kurumsal,4,90956
7841,Konya,Kurumsal,4,98427
7842,Konya,Bireysel,4,88803
7843,Adana,Bireysel,1,116453
7844,Izmir,KOBI,3,90117
7845,Antalya,Bireysel,1,139824
7846,Ankara,KOBI,4,136630
7847,Ankara,Kurumsal,2,77711
7848,Izmir,Bireysel,2,101742
7849,Antalya,Bireysel,2,83733
7850,Istanbul,Kurumsal,2,91833
7851,Adana,Kurumsal,4,150060
7852,Konya,Bireysel,4,92310
7853,Adana,Kurumsal,4,109005
7854,Bursa,Bireysel,5,113533
7855,Ankara,Bireysel,2,74984
7856,Adana,KOBI,3,78622
7857,Ankara,Kurumsal,4,69849
7858,Ankara,Kurumsal,1,77850
7859,Antalya,Bireysel,3,28749
7860,Antalya,KOBI,4,113614
7861,Izmir,Bireysel,4,151354
7862,Adana,KOBI,4,103695
7863,Konya,Kurumsal,4,64593
7864,Ankara,Bireysel,2,83930
7865,Antalya,Kurumsal,4,88528
7866,Bursa,Bireysel,4,74560
7867,Ankara,Kurumsal,3,121504
7868,Ankara,Bireysel,2,120256
7869,Konya,KOBI,4,71113
7870,Konya,Bireysel,4,118127
7871,Ankara,Bireysel,2,138170
7872,Bursa,Bireysel,3,147563
7873,Istanbul,KOBI,3,171630
7874,Istanbul,Kurumsal,5,77450
7875,Istanbul,Kurumsal,2,170605
7876,Adana,KOBI,4,91144
7877,Istanbul,Kurumsal,4,85188
7878,Konya,Bireysel,3,108176
7879,Istanbul,Bireysel,3,85448
7880,Ankara,KOBI,1,109976
7881,Antalya,Kurumsal,2,66998
7882,Adana,Kurumsal,3,94031
7883,Ankara,Kurumsal,1,132139
7884,Konya,KOBI,3,98573
7885,Konya,Kurumsal,3,103539
7886,Antalya,KOBI,3,111881
7887,Izmir,KOBI,3,129266
7888,Izmir,KOBI,4,58619
7889,Ankara,Bireysel,2,114613
7890,Ankara,Kurumsal,5,93296
7891,Ankara,Bireysel,5,104165
7892,Adana,Bireysel,3,126498
7893,Konya,Kurumsal,2,70145
7894,Ankara,KOBI,3,74683
7895,Antalya,Kurumsal,3,51614
7896,Antalya,Kurumsal,5,86271
7897,Antalya,Bireysel,2,133260
7898,Izmir,KOBI,1,96985
7899,Ankara,Kurumsal,5,66496
7900,Izmir,Bireysel,3,87858
7901,Istanbul,KOBI,2,62803
7902,Antalya,Kurumsal,3,71870
7903,Konya,Bireysel,1,109720
7904,Antalya,Bireysel,3,70653
7905,Izmir,KOBI,4,127815
7906,Bursa,KOBI,1,98221
7907,Ankara,Bireysel,3,102139
7908,Izmir,Bireysel,4,93040
7909,Izmir,Bireysel,3,119321
7910,Izmir,Bireysel,1,119578
7911,Antalya,Bireysel,2,108376
7912,Bursa,Bireysel,3,114119
7913,Istanbul,Kurumsal,4,94697
7914,Antalya,KOBI,2,113555
7915,Konya,Kurumsal,3,91553
7916,Izmir,KOBI,1,100055
7917,Antalya,KOBI,4,93133
7918,Istanbul,KOBI,2,88569
7919,Adana,Bireysel,4,82772
7920,Antalya,Kurumsal,1,111692
7921,Istanbul,KOBI,5,132765
7922,Izmir,Bireysel,1,129277
7923,Konya,Kurumsal,3,68585
7924,Bursa,KOBI,1,132230
7925,Antalya,Bireysel,3,92046
7926,Bursa,Kurumsal,5,115018
7927,Adana,KOBI,3,77344
7928,Bursa,KOBI,4,103549
7929,Istanbul,KOBI,4,107843
7930,Konya,Bireysel,1,62884
7931,Ankara,KOBI,5,115206
7932,Antalya,Bireysel,1,133648
7933,Konya,Kurumsal,3,95633
7934,Ankara,Kurumsal,3,134004
7935,Ankara,KOBI,1,95257
7936,Ankara,Kurumsal,2,121239
7937,Antalya,KOBI,5,44535
7938,Adana,KOBI,3,160469
7939,Adana,Kurumsal,3,137386
7940,Istanbul,Kurumsal,5,92884
7941,Bursa,Bireysel,1,50697
7942,Bursa,KOBI,5,107200
7943,Ankara,Bireysel,4,63901
7944,Konya,Bireysel,2,111121
7945,Antalya,KOBI,4,110289
7946,Istanbul,KOBI,5,76464
7947,Antalya,Kurumsal,5,128024
7948,Adana,Kurumsal,3,120139
7949,Adana,KOBI,3,124395
7950,Konya,Kurumsal,5,100221
7951,Antalya,Kurumsal,3,64611
7952,Antalya,Kurumsal,2,124446
7953,Istanbul,Kurumsal,1,93240
7954,Konya,KOBI,2,65255
7955,Ankara,Bireysel,5,133800
7956,Antalya,Kurumsal,4,152485
7957,Antalya,KOBI,2,98968
7958,Istanbul,Bireysel,1,153978
7959,Istanbul,Kurumsal,1,102282
7960,Konya,Bireysel,4,90488
7961,Bursa,KOBI,2,84238
7962,Izmir,Kurumsal,3,140927
7963,Konya,KOBI,3,80496
7964,Antalya,Bireysel,1,118381
7965,Bursa,Kurumsal,3,86020
7966,Izmir,KOBI,3,88492
7967,Konya,KOBI,3,125756
7968,Izmir,Kurumsal,3,90499
7969,Bursa,KOBI,4,89880
7970,Istanbul,KOBI,4,128320
7971,Bursa,KOBI,3,139934
7972,Istanbul,KOBI,4,116117
7973,Istanbul,Bireysel,3,83630
7974,Izmir,KOBI,4,87234
7975,Bursa,Bireysel,1,101997
7976,Antalya,KOBI,5,108023
7977,Adana,KOBI,3,75303
7978,Bursa,KOBI,1,118075
7979,Antalya,Kurumsal,3,102137
7980,Ankara,Kurumsal,4,57107
7981,Ankara,KOBI,2,76776
7982,Antalya,KOBI,3,87396
7983,Antalya,Bireysel,2,98178
7984,Izmir,Bireysel,2,147231
7985,Ankara,KOBI,3,105954
7986,Ankara,KOBI,2,78980
7987,Istanbul,KOBI,3,105515
7988,Adana,Kurumsal,4,91197
7989,Konya,Kurumsal,4,108118
7990,Adana,KOBI,3,114514
7991,Izmir,KOBI,3,130230
7992,Ankara,KOBI,5,99392
7993,Konya,KOBI,4,140974
7994,Izmir,Kurumsal,2,122700
7995,Antalya,KOBI,4,82314
7996,Konya,KOBI,3,155246
7997,Bursa,Kurumsal,5,108174
7998,Adana,Bireysel,4,79121
7999,Ankara,Kurumsal,5,141322
8000,Izmir,KOBI,3,151944
8001,Izmir,Bireysel,3,99174
8002,Izmir,KOBI,2,87408
8003,Adana,Kurumsal,4,95690
8004,Antalya,Kurumsal,2,117868
8005,Ankara,Bireysel,3,131946
8006,Adana,KOBI,2,114262
8007,Antalya,KOBI,4,102543
8008,Ankara,Kurumsal,4,137450
